date,instrument,score
2014-02-19,SC,
2014-02-19,SP,
2014-02-19,SR,-0.9211813472039097
2014-02-19,T,
2014-02-19,UR,
2014-02-20,AL,-4.749741341512571
2014-02-20,AP,
2014-02-20,C,-3.0458286426783343
2014-02-20,CF,1.9546868376085453
2014-02-20,FG,3.3391847115413538
2014-02-20,JD,-2.7496207913835673
2014-02-20,LH,
2014-02-20,M,2.3023576434797777
2014-02-20,MA,3.9523756413170905
2014-02-20,P,1.5990888694621364
2014-02-20,RB,-1.8369918028600032
2014-02-20,RU,-3.577286459732176
2014-02-20,SC,
2014-02-20,SP,
2014-02-20,SR,0.3727377946037588
2014-02-20,T,
2014-02-20,UR,
2014-02-21,AL,-3.6503043786245772
2014-02-21,AP,
2014-02-21,C,-2.536825549967467
2014-02-21,CF,3.7825306916194554
2014-02-21,FG,3.1099710394863926
2014-02-21,JD,-0.021787168717061788
2014-02-21,LH,
2014-02-21,M,3.109095324238478
2014-02-21,MA,3.6727363998509857
2014-02-21,P,2.1561668396889475
2014-02-21,RB,-2.5205738275182785
2014-02-21,RU,-3.6858960126019897
2014-02-21,SC,
2014-02-21,SP,
2014-02-21,SR,0.159757383715305
2014-02-21,T,
2014-02-21,UR,
2014-02-24,AL,-2.4260428844049473
2014-02-24,AP,
2014-02-24,C,-3.0458286426783343
2014-02-24,CF,2.1598287263324347
2014-02-24,FG,3.917749063727308
2014-02-24,JD,0.3048073959883956
2014-02-24,LH,
2014-02-24,M,3.0484638644687005
2014-02-24,MA,3.7664041623795224
2014-02-24,P,2.3466091228070574
2014-02-24,RB,-0.2098064521167466
2014-02-24,RU,0.051796079942340915
2014-02-24,SC,
2014-02-24,SP,
2014-02-24,SR,-0.8246249524087175
2014-02-24,T,
2014-02-24,UR,
2014-02-25,AL,-3.570003189575425
2014-02-25,AP,
2014-02-25,C,-2.669143472662544
2014-02-25,CF,0.6858389461351717
2014-02-25,FG,2.233118930747295
2014-02-25,JD,-0.3136251555803956
2014-02-25,LH,
2014-02-25,M,2.0157034227670705
2014-02-25,MA,1.220215267285199
2014-02-25,P,1.9570757175687177
2014-02-25,RB,-1.9456828199063043
2014-02-25,RU,-1.6447878566664702
2014-02-25,SC,
2014-02-25,SP,
2014-02-25,SR,-0.8070101085930359
2014-02-25,T,
2014-02-25,UR,
2014-02-26,AL,-2.5117468881872718
2014-02-26,AP,
2014-02-26,C,-2.547116973766376
2014-02-26,CF,1.8044487696029852
2014-02-26,FG,2.0113692232533857
2014-02-26,JD,0.5077736411229232
2014-02-26,LH,
2014-02-26,M,1.581909929291249
2014-02-26,MA,1.4940709099943137
2014-02-26,P,3.886326868150118
2014-02-26,RB,-1.8819327565314925
2014-02-26,RU,-1.3062667495557394
2014-02-26,SC,
2014-02-26,SP,
2014-02-26,SR,0.052151030391828904
2014-02-26,T,
2014-02-26,UR,
2014-02-27,AL,-3.295117374088016
2014-02-27,AP,
2014-02-27,C,-1.4992956092591156
2014-02-27,CF,1.8044487696029852
2014-02-27,FG,2.3132833466432867
2014-02-27,JD,0.33966673957852217
2014-02-27,LH,
2014-02-27,M,1.00258102115782
2014-02-27,MA,1.251030717328521
2014-02-27,P,3.4851842404699735
2014-02-27,RB,-2.5188010214442715
2014-02-27,RU,-2.921254399551715
2014-02-27,SC,
2014-02-27,SP,
2014-02-27,SR,1.780977833786921
2014-02-27,T,
2014-02-27,UR,
2014-02-28,AL,-3.4025592777428897
2014-02-28,AP,
2014-02-28,C,-1.3706502637088065
2014-02-28,CF,1.1542056634837439
2014-02-28,FG,2.3669372767333687
2014-02-28,JD,0.06798754111355831
2014-02-28,LH,
2014-02-28,M,0.48803023001776513
2014-02-28,MA,1.2009071376473572
2014-02-28,P,3.279143907278617
2014-02-28,RB,-2.348843714865391
2014-02-28,RU,-2.6394721365151574
2014-02-28,SC,
2014-02-28,SP,
2014-02-28,SR,2.623400165555081
2014-02-28,T,
2014-02-28,UR,
2014-03-03,AL,-5.079283933909659
2014-03-03,AP,
2014-03-03,C,-2.5300335015008355
2014-03-03,CF,-0.0832062325401189
2014-03-03,FG,0.8436324746787282
2014-03-03,JD,0.31607287421063407
2014-03-03,LH,
2014-03-03,M,0.6381686430083506
2014-03-03,MA,-1.068292371746915
2014-03-03,P,3.204457289194333
2014-03-03,RB,-3.2795210208496957
2014-03-03,RU,-4.570869472729996
2014-03-03,SC,
2014-03-03,SP,
2014-03-03,SR,2.2060692545389884
2014-03-03,T,
2014-03-03,UR,
2014-03-04,AL,-5.3121069389576405
2014-03-04,AP,
2014-03-04,C,-2.1730882333993153
2014-03-04,CF,-0.290743995332171
2014-03-04,FG,2.415101517895289
2014-03-04,JD,-0.8973315690166904
2014-03-04,LH,
2014-03-04,M,1.0630667939765184
2014-03-04,MA,-2.6163495451487053
2014-03-04,P,2.924271433863904
2014-03-04,RB,-2.7646238886023498
2014-03-04,RU,-4.21542293791903
2014-03-04,SC,
2014-03-04,SP,
2014-03-04,SR,3.7830685086356355
2014-03-04,T,
2014-03-04,UR,
2014-03-05,AL,-4.519173794533237
2014-03-05,AP,
2014-03-05,C,-1.9080767837024344
2014-03-05,CF,-1.7919342387337622
2014-03-05,FG,1.5721343476095686
2014-03-05,JD,0.019461195767543245
2014-03-05,LH,
2014-03-05,M,3.01302253077985
2014-03-05,MA,-3.185641982701606
2014-03-05,P,3.650481837941853
2014-03-05,RB,-2.915144715580154
2014-03-05,RU,-4.393272859348387
2014-03-05,SC,
2014-03-05,SP,
2014-03-05,SR,2.321219190280544
2014-03-05,T,
2014-03-05,UR,
2014-03-06,AL,-4.049650088347598
2014-03-06,AP,
2014-03-06,C,-2.3020957216566513
2014-03-06,CF,-2.6656402750824673
2014-03-06,FG,-1.0853687086389576
2014-03-06,JD,-0.2533661858383254
2014-03-06,LH,
2014-03-06,M,2.8260862947726024
2014-03-06,MA,-3.035933960941855
2014-03-06,P,4.2889020522376065
2014-03-06,RB,-3.4803554571782462
2014-03-06,RU,-5.087966024033989
2014-03-06,SC,
2014-03-06,SP,
2014-03-06,SR,2.5106289284785186
2014-03-06,T,
2014-03-06,UR,
2014-03-07,AL,-3.629383650816598
2014-03-07,AP,
2014-03-07,C,-2.1760607923887725
2014-03-07,CF,-4.917765473880718
2014-03-07,FG,-1.7607851030146804
2014-03-07,JD,0.3276340944076448
2014-03-07,LH,
2014-03-07,M,2.1767450712010614
2014-03-07,MA,-3.518015062859943
2014-03-07,P,3.515700855332844
2014-03-07,RB,-4.908957371194169
2014-03-07,RU,-4.546816615823294
2014-03-07,SC,
2014-03-07,SP,
2014-03-07,SR,1.8341236209995346
2014-03-07,T,
2014-03-07,UR,
2014-03-10,AL,-3.8126898976521693
2014-03-10,AP,
2014-03-10,C,-0.8985654671862044
2014-03-10,CF,-2.3962551743073175
2014-03-10,FG,-2.6966853528277306
2014-03-10,JD,1.1444230802216502
2014-03-10,LH,
2014-03-10,M,2.301004213450348
2014-03-10,MA,-4.1750483834574945
2014-03-10,P,5.593918161966718
2014-03-10,RB,-4.277338029817041
2014-03-10,RU,-3.7056591737581166
2014-03-10,SC,
2014-03-10,SP,
2014-03-10,SR,2.5749878015053524
2014-03-10,T,
2014-03-10,UR,
2014-03-11,AL,-3.8696313316750484
2014-03-11,AP,
2014-03-11,C,-0.785520696554308
2014-03-11,CF,-1.5352602981667938
2014-03-11,FG,-2.4372965244544362
2014-03-11,JD,2.0637836614189333
2014-03-11,LH,
2014-03-11,M,2.1503252582281998
2014-03-11,MA,-2.3074495478544295
2014-03-11,P,7.056654849307179
2014-03-11,RB,-3.7248763383623125
2014-03-11,RU,-3.2815445194088713
2014-03-11,SC,
2014-03-11,SP,
2014-03-11,SR,4.943781176782881
2014-03-11,T,
2014-03-11,UR,
2014-03-12,AL,-3.2068486630949957
2014-03-12,AP,
2014-03-12,C,-0.6727198412988328
2014-03-12,CF,-1.4359142560785383
2014-03-12,FG,-2.683281572999748
2014-03-12,JD,2.4767101955556083
2014-03-12,LH,
2014-03-12,M,2.558433567098488
2014-03-12,MA,-2.657877772222952
2014-03-12,P,8.06412265659228
2014-03-12,RB,-3.6542620929584455
2014-03-12,RU,-1.9889003358234456
2014-03-12,SC,
2014-03-12,SP,
2014-03-12,SR,4.144439005397848
2014-03-12,T,
2014-03-12,UR,
2014-03-13,AL,-3.9377171111625606
2014-03-13,AP,
2014-03-13,C,-0.7814210876639438
2014-03-13,CF,-1.7406655617215527
2014-03-13,FG,-3.151503444838106
2014-03-13,JD,1.977956443659712
2014-03-13,LH,
2014-03-13,M,2.5022746656267985
2014-03-13,MA,-2.8215324082209885
2014-03-13,P,7.780738742474139
2014-03-13,RB,-4.988351043196818
2014-03-13,RU,-1.6883504796538273
2014-03-13,SC,
2014-03-13,SP,
2014-03-13,SR,6.196193959126498
2014-03-13,T,
2014-03-13,UR,
2014-03-14,AL,-2.2585195353738916
2014-03-14,AP,
2014-03-14,C,0.0
2014-03-14,CF,-2.0487632581673334
2014-03-14,FG,-3.151503444838106
2014-03-14,JD,4.504884249104523
2014-03-14,LH,
2014-03-14,M,1.254633428931968
2014-03-14,MA,-3.546094667898313
2014-03-14,P,7.609786542611131
2014-03-14,RB,-5.122075927832814
2014-03-14,RU,-1.9067905310064244
2014-03-14,SC,
2014-03-14,SP,
2014-03-14,SR,5.695812770997803
2014-03-14,T,
2014-03-14,UR,
2014-03-17,AL,-4.001535331880129
2014-03-17,AP,
2014-03-17,C,1.7347097385715498
2014-03-17,CF,-3.8823834955864105
2014-03-17,FG,-5.5522468817650426
2014-03-17,JD,4.83699905032853
2014-03-17,LH,
2014-03-17,M,0.0
2014-03-17,MA,-7.6665373984558425
2014-03-17,P,6.221487655596109
2014-03-17,RB,-6.692287334650651
2014-03-17,RU,-4.283653907101131
2014-03-17,SC,
2014-03-17,SP,
2014-03-17,SR,3.3809009575758524
2014-03-17,T,
2014-03-17,UR,
2014-03-18,AL,-1.41400094663674
2014-03-18,AP,
2014-03-18,C,1.869906875792999
2014-03-18,CF,-3.6265369499469124
2014-03-18,FG,-3.323203713622875
2014-03-18,JD,5.682116872894366
2014-03-18,LH,
2014-03-18,M,0.9957478695063352
2014-03-18,MA,-6.032465383593788
2014-03-18,P,8.052236579087491
2014-03-18,RB,-5.540708214101529
2014-03-18,RU,-2.0852186725457464
2014-03-18,SC,
2014-03-18,SP,
2014-03-18,SR,4.822280462516757
2014-03-18,T,
2014-03-18,UR,
2014-03-19,AL,-2.2896147637590385
2014-03-19,AP,
2014-03-19,C,2.5730302771443254
2014-03-19,CF,-4.549442173690898
2014-03-19,FG,-4.029990681384473
2014-03-19,JD,5.6657368984595955
2014-03-19,LH,
2014-03-19,M,-1.4717521146833337
2014-03-19,MA,-7.122690166243888
2014-03-19,P,5.810766094467997
2014-03-19,RB,-5.241362706422543
2014-03-19,RU,-0.8234113320508646
2014-03-19,SC,
2014-03-19,SP,
2014-03-19,SR,4.302998922726822
2014-03-19,T,
2014-03-19,UR,
2014-03-20,AL,-3.140784292410757
2014-03-20,AP,
2014-03-20,C,3.717784490198642
2014-03-20,CF,-3.6944797882616154
2014-03-20,FG,-3.8813186741725354
2014-03-20,JD,6.71172186354636
2014-03-20,LH,
2014-03-20,M,-1.7226949111877679
2014-03-20,MA,-7.252345055721608
2014-03-20,P,4.810426247103385
2014-03-20,RB,-4.498286932373076
2014-03-20,RU,-0.3646246012779247
2014-03-20,SC,
2014-03-20,SP,
2014-03-20,SR,2.971926392048985
2014-03-20,T,
2014-03-20,UR,
2014-03-21,AL,-5.027916288824337
2014-03-21,AP,
2014-03-21,C,4.158195877524614
2014-03-21,CF,-4.377189076929808
2014-03-21,FG,-3.8813186741725354
2014-03-21,JD,5.314616229046389
2014-03-21,LH,
2014-03-21,M,-4.050927805859454
2014-03-21,MA,-8.70182784595669
2014-03-21,P,1.8191209041542256
2014-03-21,RB,-5.393920058120842
2014-03-21,RU,-0.6135587998110352
2014-03-21,SC,
2014-03-21,SP,
2014-03-21,SR,1.989623951523152
2014-03-21,T,
2014-03-21,UR,
2014-03-24,AL,-6.746151588519237
2014-03-24,AP,
2014-03-24,C,3.590479628542481
2014-03-24,CF,-3.992791501153084
2014-03-24,FG,-5.2806904339882434
2014-03-24,JD,2.3033109686513282
2014-03-24,LH,
2014-03-24,M,-3.6760264868070966
2014-03-24,MA,-10.182468413413496
2014-03-24,P,1.2963293361186141
2014-03-24,RB,-7.456334629404193
2014-03-24,RU,-3.5557317072717294
2014-03-24,SC,
2014-03-24,SP,
2014-03-24,SR,1.49906622854878
2014-03-24,T,
2014-03-24,UR,
2014-03-25,AL,-6.566319176628225
2014-03-25,AP,
2014-03-25,C,3.7070709737283343
2014-03-25,CF,-3.7537329968490307
2014-03-25,FG,-3.205302633409399
2014-03-25,JD,2.9160279782992413
2014-03-25,LH,
2014-03-25,M,-3.1078622758963568
2014-03-25,MA,-8.944197836539205
2014-03-25,P,1.204957687608386
2014-03-25,RB,-6.513364082351412
2014-03-25,RU,-3.271006891026991
2014-03-25,SC,
2014-03-25,SP,
2014-03-25,SR,1.0239638056314309
2014-03-25,T,
2014-03-25,UR,
2014-03-26,AL,-8.547300043181416
2014-03-26,AP,
2014-03-26,C,3.7070709737283343
2014-03-26,CF,-3.949639211473021
2014-03-26,FG,-3.205302633409399
2014-03-26,JD,2.983357722700039
2014-03-26,LH,
2014-03-26,M,-0.7151050846911184
2014-03-26,MA,-9.945824086651983
2014-03-26,P,1.143000903187258
2014-03-26,RB,-6.681403470337738
2014-03-26,RU,-2.624090071871026
2014-03-26,SC,
2014-03-26,SP,
2014-03-26,SR,1.3669400539894763
2014-03-26,T,
2014-03-26,UR,
2014-03-27,AL,-9.13274146235879
2014-03-27,AP,
2014-03-27,C,2.419335127902552
2014-03-27,CF,-3.637691222142519
2014-03-27,FG,-3.1600312960048065
2014-03-27,JD,4.0302276713049086
2014-03-27,LH,
2014-03-27,M,1.1669420149990333
2014-03-27,MA,-9.701833717896308
2014-03-27,P,-0.5165905838901644
2014-03-27,RB,-6.1060572232039325
2014-03-27,RU,-1.683552861849894
2014-03-27,SC,
2014-03-27,SP,
2014-03-27,SR,0.2585912469100459
2014-03-27,T,
2014-03-27,UR,
2014-03-28,AL,-9.949542021838525
2014-03-28,AP,
2014-03-28,C,2.419335127902552
2014-03-28,CF,-3.55484339800015
2014-03-28,FG,-3.555484297212918
2014-03-28,JD,4.769262382869522
2014-03-28,LH,
2014-03-28,M,2.0564086208884294
2014-03-28,MA,-9.001562710139261
2014-03-28,P,-0.31073121426661604
2014-03-28,RB,-6.2289614478221855
2014-03-28,RU,-1.9528475244191439
2014-03-28,SC,
2014-03-28,SP,
2014-03-28,SR,-0.6711148064277058
2014-03-28,T,
2014-03-28,UR,
2014-03-31,AL,-8.999164694415576
2014-03-31,AP,
2014-03-31,C,3.334313581357269
2014-03-31,CF,-3.076759843010064
2014-03-31,FG,-3.0903717451779285
2014-03-31,JD,4.639716891251739
2014-03-31,LH,
2014-03-31,M,0.8990033440433034
2014-03-31,MA,-6.860620237184505
2014-03-31,P,-1.075832868280135
2014-03-31,RB,-5.247009074519048
2014-03-31,RU,-0.05507573231289307
2014-03-31,SC,
2014-03-31,SP,
2014-03-31,SR,-1.8016853233761745
2014-03-31,T,
2014-03-31,UR,
2014-04-01,AL,-5.589346625091186
2014-04-01,AP,
2014-04-01,C,2.956146353249389
2014-04-01,CF,-3.6674682975284867
2014-04-01,FG,-2.217218789202845
2014-04-01,JD,6.38680808064968
2014-04-01,LH,
2014-04-01,M,2.5090984541619616
2014-04-01,MA,-3.993340208199147
2014-04-01,P,-0.8881465653936016
2014-04-01,RB,-2.5992492440794863
2014-04-01,RU,1.0518424460541047
2014-04-01,SC,
2014-04-01,SP,
2014-04-01,SR,-2.2313863564712615
2014-04-01,T,
2014-04-01,UR,
2014-04-02,AL,-5.351792061175105
2014-04-02,AP,
2014-04-02,C,2.956146353249389
2014-04-02,CF,-2.8918598277122114
2014-04-02,FG,-3.404210572720508
2014-04-02,JD,6.77032147402193
2014-04-02,LH,
2014-04-02,M,2.099684395535997
2014-04-02,MA,-2.79142343731707
2014-04-02,P,-0.4672370762480179
